dataset,llm,method,n_expert,sRMSE_beta2,sRMSE_beta2_se,bias_beta2,bias_beta2_se,sRMSE_eucl,sRMSE_eucl_se,n_reps,n_valid,phase
misogynistic,mistral,llm_only,,0.853327,0.0,-0.853327,0.0,0.871288,0.0,300,300,high_variance
misogynistic,mistral,expert_only,20.0,3.677457,0.193668,1.50714,0.193668,3.849255,0.156894,300,300,high_variance
misogynistic,mistral,expert_only,26.0,3.358279,0.171679,1.560756,0.171679,3.496569,0.147021,300,300,high_variance
misogynistic,mistral,expert_only,33.0,2.488693,0.126359,1.184756,0.126359,2.589755,0.105599,300,300,high_variance
misogynistic,mistral,expert_only,43.0,2.35126,0.120542,1.081357,0.120542,2.445422,0.102922,300,300,high_variance
misogynistic,mistral,expert_only,56.0,1.746348,0.093299,0.662051,0.093299,1.819859,0.077696,300,300,high_variance
misogynistic,mistral,expert_only,72.0,1.569179,0.080355,0.724736,0.080355,1.634867,0.066868,300,300,high_variance
misogynistic,mistral,expert_only,93.0,1.24102,0.06716,0.43241,0.06716,1.296966,0.053219,300,300,high_variance
misogynistic,mistral,expert_only,120.0,1.025996,0.055968,0.336067,0.055968,1.064933,0.042389,300,300,high_variance
misogynistic,mistral,expert_only,155.0,0.917666,0.04922,0.33961,0.04922,0.948588,0.037989,300,300,high_variance
misogynistic,mistral,expert_only,200.0,0.717674,0.038843,0.249834,0.038843,0.748403,0.027743,300,300,high_variance
misogynistic,mistral,dsl,20.0,0.790262,0.029395,-0.604395,0.029395,0.967124,0.021278,300,300,high_variance
misogynistic,mistral,dsl,26.0,0.682572,0.025668,-0.517932,0.025668,0.8212,0.019408,300,300,high_variance
misogynistic,mistral,dsl,33.0,0.643837,0.020854,-0.532977,0.020854,0.723397,0.015743,300,300,high_variance
misogynistic,mistral,dsl,43.0,0.61557,0.018381,-0.526851,0.018381,0.677548,0.015381,300,300,high_variance
misogynistic,mistral,dsl,56.0,0.585187,0.015693,-0.518231,0.015693,0.632966,0.013595,300,300,high_variance
misogynistic,mistral,dsl,72.0,0.586405,0.014127,-0.532912,0.014127,0.622494,0.01271,300,300,high_variance
misogynistic,mistral,dsl,93.0,0.557721,0.012863,-0.51129,0.012863,0.59062,0.011546,300,300,high_variance
misogynistic,mistral,dsl,120.0,0.543928,0.011003,-0.509448,0.011003,0.568377,0.010691,300,300,high_variance
misogynistic,mistral,dsl,155.0,0.541673,0.010032,-0.513048,0.010032,0.558803,0.009767,300,300,high_variance
misogynistic,mistral,dsl,200.0,0.521725,0.008265,-0.501701,0.008265,0.535677,0.0081,300,300,high_variance
misogynistic,mistral,ppi,20.0,7.446493,0.413975,2.0094,0.413975,7.744516,0.404171,300,300,high_variance
misogynistic,mistral,ppi,26.0,4.643216,0.257506,1.291004,0.257506,4.796721,0.236341,300,300,high_variance
misogynistic,mistral,ppi,33.0,4.44719,0.246941,1.217988,0.246941,4.609365,0.229637,300,300,high_variance
misogynistic,mistral,ppi,43.0,3.703245,0.206716,0.945837,0.206716,3.823395,0.189635,300,300,high_variance
misogynistic,mistral,ppi,56.0,2.269052,0.126926,0.561716,0.126926,2.346578,0.108338,300,300,high_variance
misogynistic,mistral,ppi,72.0,2.545963,0.143778,0.529404,0.143778,2.633603,0.127438,300,300,high_variance
misogynistic,mistral,ppi,93.0,2.108409,0.118759,0.462933,0.118759,2.17742,0.105191,300,300,high_variance
misogynistic,mistral,ppi,120.0,1.495445,0.084536,0.304093,0.084536,1.540727,0.06909,300,300,high_variance
misogynistic,mistral,ppi,155.0,1.373198,0.078802,0.150751,0.078802,1.414997,0.065934,300,300,high_variance
misogynistic,mistral,ppi,200.0,0.949633,0.054468,0.1085,0.054468,0.975187,0.039329,300,300,high_variance
misogynistic,mistral,ppipp,20.0,0.949142,0.054608,-0.079047,0.054608,1.112595,0.032833,300,300,high_variance
misogynistic,mistral,ppipp,26.0,0.823756,0.047536,-0.025759,0.047536,0.958932,0.027573,300,300,high_variance
misogynistic,mistral,ppipp,33.0,0.711692,0.040923,-0.064001,0.040923,0.81729,0.022117,300,300,high_variance
misogynistic,mistral,ppipp,43.0,0.690874,0.039776,-0.051604,0.039776,0.787026,0.021445,300,300,high_variance
misogynistic,mistral,ppipp,56.0,0.576125,0.032245,-0.141426,0.032245,0.657242,0.018096,300,300,high_variance
misogynistic,mistral,ppipp,72.0,0.557668,0.031644,-0.102871,0.031644,0.621709,0.017118,300,300,high_variance
misogynistic,mistral,ppipp,93.0,0.496648,0.027471,-0.142369,0.027471,0.557123,0.015794,300,300,high_variance
misogynistic,mistral,ppipp,120.0,0.472763,0.026055,-0.140854,0.026055,0.514414,0.014199,300,300,high_variance
misogynistic,mistral,ppipp,155.0,0.418253,0.023315,-0.108914,0.023315,0.450031,0.013415,300,300,high_variance
misogynistic,mistral,ppipp,200.0,0.354553,0.019388,-0.113731,0.019388,0.387263,0.010583,300,300,high_variance
