dataset,llm,method,n_expert,sRMSE_beta2,sRMSE_beta2_se,bias_beta2,bias_beta2_se,sRMSE_eucl,sRMSE_eucl_se,n_reps,n_valid,phase
cuad,mistral,llm_only,,0.052569,0.0,0.052569,0.0,0.052605,0.0,300,300,low_variance
cuad,mistral,expert_only,20.0,1.380946,0.075992,0.417834,0.075992,1.657047,0.066663,300,300,low_variance
cuad,mistral,expert_only,26.0,1.049144,0.057708,0.318825,0.057708,1.246114,0.044661,300,300,low_variance
cuad,mistral,expert_only,33.0,0.744513,0.041301,0.206334,0.041301,0.906403,0.028077,300,300,low_variance
cuad,mistral,expert_only,43.0,0.595435,0.034014,0.086343,0.034014,0.787237,0.023849,300,300,low_variance
cuad,mistral,expert_only,56.0,0.567625,0.032291,0.096862,0.032291,0.700643,0.022039,300,300,low_variance
cuad,mistral,expert_only,72.0,0.468719,0.026073,0.125528,0.026073,0.585455,0.01651,300,300,low_variance
cuad,mistral,expert_only,93.0,0.385433,0.021947,0.063679,0.021947,0.502574,0.01531,300,300,low_variance
cuad,mistral,expert_only,120.0,0.346227,0.019963,0.017659,0.019963,0.431791,0.01233,300,300,low_variance
cuad,mistral,expert_only,155.0,0.299192,0.01711,0.041169,0.01711,0.378279,0.010556,300,300,low_variance
cuad,mistral,expert_only,200.0,0.24737,0.014234,0.020229,0.014234,0.305388,0.008665,300,300,low_variance
cuad,mistral,dsl,20.0,0.615519,0.035225,-0.081434,0.035225,0.883492,0.02411,300,300,low_variance
cuad,mistral,dsl,26.0,0.543775,0.031087,0.075927,0.031087,0.699604,0.019343,300,300,low_variance
cuad,mistral,dsl,33.0,0.305424,0.01711,-0.073883,0.01711,0.40982,0.011514,300,300,low_variance
cuad,mistral,dsl,43.0,0.268622,0.01377,-0.123596,0.01377,0.359289,0.009799,300,300,low_variance
cuad,mistral,dsl,56.0,0.252467,0.012391,-0.132947,0.012391,0.313552,0.008431,300,300,low_variance
cuad,mistral,dsl,72.0,0.211581,0.010202,-0.116382,0.010202,0.269395,0.007253,300,300,low_variance
cuad,mistral,dsl,93.0,0.207179,0.008908,-0.138259,0.008908,0.253512,0.006562,300,300,low_variance
cuad,mistral,dsl,120.0,0.187189,0.008093,-0.124049,0.008093,0.224938,0.005654,300,300,low_variance
cuad,mistral,dsl,155.0,0.173636,0.006667,-0.129667,0.006667,0.209117,0.005395,300,300,low_variance
cuad,mistral,dsl,200.0,0.169121,0.005916,-0.13455,0.005916,0.192371,0.004921,300,300,low_variance
cuad,mistral,ppi,20.0,0.493348,0.028483,0.003717,0.028483,0.666867,0.024524,300,300,low_variance
cuad,mistral,ppi,26.0,0.478668,0.027578,0.031017,0.027578,0.592121,0.022204,300,300,low_variance
cuad,mistral,ppi,33.0,0.3962,0.022858,0.015261,0.022858,0.507187,0.017292,300,300,low_variance
cuad,mistral,ppi,43.0,0.318505,0.018327,-0.026093,0.018327,0.424146,0.013294,300,300,low_variance
cuad,mistral,ppi,56.0,0.290207,0.01668,-0.02737,0.01668,0.366884,0.011071,300,300,low_variance
cuad,mistral,ppi,72.0,0.245787,0.014077,-0.031008,0.014077,0.324662,0.009841,300,300,low_variance
cuad,mistral,ppi,93.0,0.216873,0.012025,-0.060459,0.012025,0.278206,0.007628,300,300,low_variance
cuad,mistral,ppi,120.0,0.193007,0.01103,-0.027479,0.01103,0.247868,0.006588,300,300,low_variance
cuad,mistral,ppi,155.0,0.164346,0.009085,-0.047401,0.009085,0.220079,0.005697,300,300,low_variance
cuad,mistral,ppi,200.0,0.150879,0.008116,-0.054792,0.008116,0.194437,0.005572,300,300,low_variance
cuad,mistral,ppipp,20.0,0.634421,0.036353,0.077616,0.036353,0.841842,0.029498,300,300,low_variance
cuad,mistral,ppipp,26.0,0.519442,0.029776,0.061992,0.029776,0.656771,0.02092,300,300,low_variance
cuad,mistral,ppipp,33.0,0.395397,0.02278,0.025587,0.02278,0.519944,0.015239,300,300,low_variance
cuad,mistral,ppipp,43.0,0.360493,0.020771,-0.023006,0.020771,0.498346,0.014434,300,300,low_variance
cuad,mistral,ppipp,56.0,0.323779,0.018646,-0.022995,0.018646,0.421163,0.012178,300,300,low_variance
cuad,mistral,ppipp,72.0,0.270701,0.015629,0.001476,0.015629,0.357505,0.009688,300,300,low_variance
cuad,mistral,ppipp,93.0,0.237932,0.013587,-0.03503,0.013587,0.321006,0.009283,300,300,low_variance
cuad,mistral,ppipp,120.0,0.220376,0.012443,-0.045984,0.012443,0.282073,0.007545,300,300,low_variance
cuad,mistral,ppipp,155.0,0.188915,0.010697,-0.036895,0.010697,0.247657,0.006692,300,300,low_variance
cuad,mistral,ppipp,200.0,0.164026,0.009031,-0.049376,0.009031,0.205614,0.005594,300,300,low_variance
