dataset,llm,method,n_expert,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
cuad,deepseek,ppipp,20,0.581616,0.015143,1.018288,0.253248,300,300,full_logistic
cuad,deepseek,ppipp,26,0.499715,0.01275,0.761715,0.202183,300,300,full_logistic
cuad,deepseek,ppipp,33,0.448708,0.010648,0.48652,0.153033,300,300,full_logistic
cuad,deepseek,ppipp,43,0.393897,0.009389,0.195877,0.109627,300,300,full_logistic
cuad,deepseek,ppipp,56,0.36533,0.008013,0.022888,0.101507,300,300,full_logistic
cuad,deepseek,ppipp,72,0.332162,0.007741,-0.024119,0.069597,300,300,full_logistic
cuad,deepseek,ppipp,93,0.328484,0.00748,-0.083343,0.058939,300,300,full_logistic
cuad,deepseek,ppipp,120,0.299083,0.006646,-0.148311,0.050001,300,300,full_logistic
cuad,deepseek,ppipp,155,0.292478,0.005787,-0.17803,0.037981,300,300,full_logistic
cuad,deepseek,ppipp,200,0.291335,0.005579,-0.209647,0.030794,300,300,full_logistic
