dataset,llm,method,n_expert,N_total,sRMSE,sRMSE_se,bias,bias_se,n_reps,n_valid,phase
misogynistic,deepseek,llm_only,100,,0.174349,0.0,0.174349,0.0,300,300,prevalence
misogynistic,deepseek,expert_only,100,129.0,0.089077,0.005135,0.004792,0.005135,300,300,prevalence
misogynistic,deepseek,expert_only,100,167.0,0.095758,0.005527,0.002128,0.005527,300,300,prevalence
misogynistic,deepseek,expert_only,100,215.0,0.092508,0.00534,0.001995,0.00534,300,300,prevalence
misogynistic,deepseek,expert_only,100,278.0,0.093045,0.005372,0.00013,0.005372,300,300,prevalence
misogynistic,deepseek,expert_only,100,359.0,0.089206,0.005133,0.007256,0.005133,300,300,prevalence
misogynistic,deepseek,expert_only,100,463.0,0.096796,0.005585,-0.003333,0.005585,300,300,prevalence
misogynistic,deepseek,expert_only,100,598.0,0.086753,0.005008,0.001595,0.005008,300,300,prevalence
misogynistic,deepseek,expert_only,100,772.0,0.093432,0.005378,0.007256,0.005378,300,300,prevalence
misogynistic,deepseek,expert_only,100,997.0,0.090201,0.005206,-0.002068,0.005206,300,300,prevalence
misogynistic,deepseek,dsl,100,129.0,0.084827,0.004884,0.00632,0.004884,300,300,prevalence
misogynistic,deepseek,dsl,100,167.0,0.08562,0.00494,0.002991,0.00494,300,300,prevalence
misogynistic,deepseek,dsl,100,215.0,0.081375,0.004696,-0.002511,0.004696,300,300,prevalence
misogynistic,deepseek,dsl,100,278.0,0.076905,0.00444,0.000603,0.00444,300,300,prevalence
misogynistic,deepseek,dsl,100,359.0,0.077026,0.004437,0.005096,0.004437,300,300,prevalence
misogynistic,deepseek,dsl,100,463.0,0.076165,0.00439,-0.00449,0.00439,300,300,prevalence
misogynistic,deepseek,dsl,100,598.0,0.071355,0.004119,0.001177,0.004119,300,300,prevalence
misogynistic,deepseek,dsl,100,772.0,0.074277,0.004288,-0.00046,0.004288,300,300,prevalence
misogynistic,deepseek,dsl,100,997.0,0.070645,0.004076,0.002773,0.004076,300,300,prevalence
misogynistic,deepseek,ppi,100,129.0,0.084877,0.004884,0.006893,0.004884,300,300,prevalence
misogynistic,deepseek,ppi,100,167.0,0.086015,0.00496,0.004131,0.00496,300,300,prevalence
misogynistic,deepseek,ppi,100,215.0,0.081126,0.004683,-0.001424,0.004683,300,300,prevalence
misogynistic,deepseek,ppi,100,278.0,0.077111,0.00445,0.002169,0.00445,300,300,prevalence
misogynistic,deepseek,ppi,100,359.0,0.077079,0.004433,0.006717,0.004433,300,300,prevalence
misogynistic,deepseek,ppi,100,463.0,0.076251,0.004399,-0.002748,0.004399,300,300,prevalence
misogynistic,deepseek,ppi,100,598.0,0.071416,0.004119,0.003248,0.004119,300,300,prevalence
misogynistic,deepseek,ppi,100,772.0,0.073948,0.004269,0.001474,0.004269,300,300,prevalence
misogynistic,deepseek,ppi,100,997.0,0.070134,0.004041,0.004371,0.004041,300,300,prevalence
misogynistic,deepseek,ppipp,100,129.0,0.08559,0.004931,0.005663,0.004931,300,300,prevalence
misogynistic,deepseek,ppipp,100,167.0,0.088618,0.005114,0.002876,0.005114,300,300,prevalence
misogynistic,deepseek,ppipp,100,215.0,0.083898,0.004844,-4.1e-05,0.004844,300,300,prevalence
misogynistic,deepseek,ppipp,100,278.0,0.08149,0.004705,0.000747,0.004705,300,300,prevalence
misogynistic,deepseek,ppipp,100,359.0,0.078497,0.004516,0.006524,0.004516,300,300,prevalence
misogynistic,deepseek,ppipp,100,463.0,0.082901,0.004782,-0.003493,0.004782,300,300,prevalence
misogynistic,deepseek,ppipp,100,598.0,0.074085,0.004276,0.001932,0.004276,300,300,prevalence
misogynistic,deepseek,ppipp,100,772.0,0.079413,0.004579,0.003947,0.004579,300,300,prevalence
misogynistic,deepseek,ppipp,100,997.0,0.07505,0.004333,0.000623,0.004333,300,300,prevalence
